Order ID,Date,Product,Country Code,Amount
208731,1/1/2017,Almond Croissant (Toronto),CAN,3.13
208732,1/1/2017,Blueberry Muffin (Kirkland),USA,3.03
208733,1/1/2017,Porridge (Glasgow),GBR,4.26
208734,1/1/2017,Tea (Edinburgh),GBR,2.41
208735,1/1/2017,Butter Croissant (Brussels),BEL,3.07
208736,1/1/2017,Ham & Cheese Toastie (Graz),AUT,2.04
208737,1/1/2017,Almond Croissant (Odense),DNK,1.91
208738,1/1/2017,Blueberry Muffin (Boston),USA,3.36
208739,1/1/2017,Tomato Juice (Salzburg),AUT,4.31
208740,1/1/2017,Still Water (Lille),FRA,5.05
208741,1/1/2017,Tomato Juice (London),GBR,4.98
208742,1/1/2017,Tomato Juice (Albuquerque),USA,1.94
208743,1/1/2017,Lemon & Ginger Tea (Potsdam),DEU,2.65
208744,1/1/2017,Lemon & Ginger Tea (Hamilton),NZL,4.93
208745,1/1/2017,Tomato Juice (Southampton),GBR,2.25
208746,1/1/2017,Fruit Box (Edinburgh),GBR,3.57
208747,1/1/2017,Chocolate Chip Muffin (Dresden),DEU,5.13
208748,1/1/2017,BLT Sandwich (Sønderborg),DNK,3.42
208749,1/1/2017,Green Tea (Madison),USA,4.3
208750,1/1/2017,Apple Juice (Copenhagan),DNK,2.62
208751,1/1/2017,Sparkling Water (Lille),FRA,2.62
208752,1/1/2017,Green Tea (Lille),FRA,2.89
208753,1/1/2017,Porridge (Odense),DNK,3.94
208754,1/1/2017,Green Tea (Graz),AUT,4.4
208755,1/1/2017,Chocolate Chip Muffin (Seattle),USA,2
208756,1/1/2017,Peach Juice (Canberra),AUS,2.17
208757,1/1/2017,Chocolate Twist (Sydney),AUS,3.85
208758,1/1/2017,Fruit Box (Potsdam),DEU,2.91
208759,1/1/2017,Orange Juice (Auckland),NZL,2.75
208760,1/1/2017,Chocolate Twist (Seattle),USA,2.6
208761,1/1/2017,Apple Juice (Munich),DEU,1.87
208762,1/1/2017,Butter Croissant (San Diego),USA,1.86
208763,1/1/2017,Porridge (Berlin),DEU,5.22
208764,1/1/2017,Butter Croissant (Portland),USA,4.66
208765,1/1/2017,Peach Juice (Dublin),IRL,5.19
208766,1/1/2017,Toast (San Francisco),USA,1.56
208767,1/1/2017,Peach Juice (San Francisco),USA,4.93
208768,1/1/2017,Cheese & Pickle Sandwich (Seattle),USA,1.65
208769,1/1/2017,Chicken Salad Sandwich (Strasbourg),FRA,4.46
208770,1/1/2017,BLT Sandwich (Lille),FRA,1.86
208771,1/1/2017,Green Tea (London),GBR,2.12
208772,1/1/2017,Apple Juice (Toronto),CAN,2.84
208773,1/1/2017,Tomato Juice (Tromsø),NOR,5.15
208774,1/1/2017,Ham & Cheese Toastie (Toronto),CAN,3.37
208775,1/1/2017,Peach Juice (Dresden),DEU,5.46
208776,1/1/2017,Cheese & Pickle Sandwich (Geneva),CHE,3.15
208777,1/1/2017,Butter Croissant (Sønderborg),DNK,4.9
208778,1/1/2017,Still Water (Melbourne),AUS,1.93
208779,1/1/2017,Coffee (San Francisco),USA,2.99
208780,1/1/2017,Tomato Juice (San Diego),USA,2.95
208781,1/1/2017,Fruit Box (San Diego),USA,1.8
208782,1/1/2017,Tea (Copenhagan),DNK,3.27
208783,1/1/2017,Sparkling Water (Hamilton),NZL,2.42
208784,1/1/2017,Butter Croissant (Potsdam),DEU,2
208785,1/1/2017,Cheese & Pickle Sandwich (Kirkland),USA,3.92
208786,1/1/2017,Almond Croissant (Munich),DEU,5
208787,1/1/2017,Toast (Glasgow),GBR,4.34
208788,1/1/2017,Tea (Edinburgh),GBR,5.29
208789,1/1/2017,Sparkling Water (Toulouse),FRA,4.84
208790,1/1/2017,Chicken Fajita Wrap (Birmingham),GBR,3.29
208791,1/1/2017,Porridge (Potsdam),DEU,5.21
208792,1/1/2017,Chocolate Chip Muffin (Madison),USA,1.86
208793,1/1/2017,BLT Sandwich (Munich),DEU,1.95
208794,1/1/2017,Chicken Salad Sandwich (Munich),DEU,2.92
208795,1/1/2017,Porridge (Dresden),DEU,4.45
208796,1/1/2017,Butter Croissant (Dresden),DEU,1.81
208797,1/1/2017,Tea (Austin),USA,4.59
208798,1/1/2017,Apple Juice (Katowice),POL,1.69
208799,1/1/2017,Sparkling Water (Auckland),NZL,5.37
208800,1/1/2017,Tea (Lille),FRA,3.56
208801,1/1/2017,Butter Croissant (Brussels),BEL,1.52
208802,1/1/2017,Chocolate Chip Muffin (Munich),DEU,5.13
208803,1/1/2017,Tuna Melt Panini (Toulouse),FRA,1.88
208804,1/1/2017,Apple Juice (Hamilton),NZL,3.59
208805,1/1/2017,Green Tea (Hamilton),NZL,2.35
208806,1/1/2017,Apple Juice (Manchester),GBR,4.85
208807,1/1/2017,Cheese & Pickle Sandwich (Seattle),USA,1.89
208808,1/1/2017,Apple Juice (Boston),USA,3.75
208809,1/1/2017,Porridge (Brussels),BEL,1.73
208810,1/1/2017,Blueberry Muffin (Boston),USA,2.2
208811,1/1/2017,Chocolate Chip Muffin (Stockholm),SWE,3.47
208812,1/1/2017,Porridge (Austin),USA,2.75
208813,1/1/2017,Porridge (Dublin),IRL,3.06
208814,1/1/2017,Still Water (Canberra),AUS,2.17
208815,1/1/2017,Ham & Cheese Toastie (Galway),IRL,2.91
208816,1/1/2017,Peach Juice (Kirkland),USA,2.8
208817,1/1/2017,Chicken Fajita Wrap (San Francisco),USA,3.84
208818,1/1/2017,Toast (Galway),IRL,3.01
208819,1/1/2017,Cheese & Pickle Sandwich (Austin),USA,4.81
208820,1/1/2017,Tea (Portland),USA,4.81
208821,1/1/2017,Almond Croissant (Albuquerque),USA,4.39
208822,1/1/2017,Apple Juice (Salzburg),AUT,3.05
208823,1/1/2017,Cheese & Pickle Sandwich (Odense),DNK,1.8
208824,1/1/2017,Blueberry Muffin (Katowice),POL,3.53
208825,1/1/2017,Sparkling Water (Sydney),AUS,5.14
208826,1/1/2017,Almond Croissant (Edinburgh),GBR,1.68
208827,1/1/2017,Tuna Melt Panini (San Francisco),USA,5.26
208828,1/1/2017,Blueberry Muffin (Lille),FRA,1.95
208829,1/1/2017,Tuna Melt Panini (Copenhagan),DNK,3.12
208830,1/1/2017,Lemon & Ginger Tea (Galway),IRL,5.46
208831,1/1/2017,Green Tea (Dublin),IRL,5.16
208832,1/1/2017,Orange Juice (Dublin),IRL,2.28
208833,1/1/2017,Lemon & Ginger Tea (Albuquerque),USA,2.24
208834,1/1/2017,Chocolate Chip Muffin (Potsdam),DEU,2.07
208835,1/1/2017,Chocolate Twist (Toulouse),FRA,4.73
208836,1/1/2017,Tomato Juice (Madison),USA,4.11
208837,1/1/2017,Cheese & Pickle Sandwich (Dublin),IRL,3.77
208838,1/1/2017,Blueberry Muffin (Seattle),USA,3.85
208839,1/1/2017,Peach Juice (Austin),USA,2.14
208840,1/1/2017,Lemon & Ginger Tea (Dublin),IRL,5.34
208841,1/1/2017,Peach Juice (Albuquerque),USA,3.14
208842,1/1/2017,Almond Croissant (Geneva),CHE,4.84
208843,1/1/2017,Apple Juice (Copenhagan),DNK,4.52
208844,1/1/2017,Tomato Juice (San Diego),USA,2.19
208845,1/1/2017,Coffee (Geneva),CHE,1.7
208846,1/1/2017,Tea (Potsdam),DEU,1.85
208847,1/1/2017,Porridge (Sydney),AUS,5.07
208848,1/1/2017,Still Water (Munich),DEU,3.7
208849,1/1/2017,Tuna Melt Panini (Edinburgh),GBR,2.37
208850,1/1/2017,Lemon & Ginger Tea (Austin),USA,4.12
208851,1/1/2017,Peach Juice (Stuttgart),DEU,3.67
208852,1/1/2017,Porridge (Tromsø),NOR,4.43
208853,1/1/2017,Almond Croissant (Hamilton),NZL,1.52
208854,1/1/2017,Green Tea (Kirkland),USA,4.02
208855,1/1/2017,Sparkling Water (Odense),DNK,4.69
208856,1/1/2017,Chocolate Chip Muffin (Berlin),DEU,2.45
208857,1/1/2017,Chicken Fajita Wrap (Birmingham),GBR,3.4
208858,1/1/2017,Almond Croissant (Stuttgart),DEU,3.8
208859,1/1/2017,Coffee (Strasbourg),FRA,2.56
208860,1/1/2017,Tuna Melt Panini (Kraków),POL,3.05
208861,1/1/2017,Still Water (Manchester),GBR,3.85
208862,1/1/2017,Blueberry Muffin (Paris),FRA,4.54
208863,1/1/2017,Green Tea (Kraków),POL,2.05
208864,1/1/2017,Tomato Juice (Munich),DEU,2.68
208865,1/1/2017,Blueberry Muffin (Hamilton),NZL,1.81
208866,1/1/2017,Chocolate Chip Muffin (Canberra),AUS,3.4
208867,1/1/2017,Green Tea (Copenhagan),DNK,5.44
208868,1/1/2017,Tomato Juice (Lille),FRA,2.2
208869,1/1/2017,Apple Juice (Dublin),IRL,4.95
208870,1/1/2017,Still Water (Galway),IRL,5.12
208871,1/1/2017,Tuna Melt Panini (Portland),USA,3.28
208872,1/1/2017,Toast (Strasbourg),FRA,1.89
208873,1/1/2017,Toast (Paris),FRA,4.81
208874,1/1/2017,Coffee (Katowice),POL,3.67
208875,1/1/2017,Fruit Box (Hamilton),NZL,3.11
208876,1/1/2017,Blueberry Muffin (Copenhagan),DNK,2.49
208877,1/1/2017,BLT Sandwich (Gdańsk),POL,4.08
208878,1/1/2017,Tuna Melt Panini (Vancouver),CAN,2.5
208879,1/1/2017,BLT Sandwich (Toulouse),FRA,2.6
208880,1/1/2017,Porridge (Dublin),IRL,4.55
208881,1/1/2017,Green Tea (Stockholm),SWE,4.63
208882,1/1/2017,Cheese & Pickle Sandwich (Kirkland),USA,3.37
208883,1/1/2017,Fruit Box (San Francisco),USA,4.13
208884,1/1/2017,Tomato Juice (Sydney),AUS,2.73
208885,1/1/2017,Porridge (Birmingham),GBR,3.86
208886,1/1/2017,Blueberry Muffin (Munich),DEU,1.56
208887,1/1/2017,Tuna Melt Panini (Stockholm),SWE,3.29
208888,1/1/2017,Coffee (Lausanne),CHE,4.02
208889,1/1/2017,Chocolate Chip Muffin (Portland),USA,1.73
208890,1/1/2017,Cheese & Pickle Sandwich (Tromsø),NOR,4.81
208891,1/1/2017,Chicken Fajita Wrap (Tromsø),NOR,2.89
208892,1/1/2017,Orange Juice (Boston),USA,4.67
208893,1/1/2017,Coffee (Glasgow),GBR,4.19
208894,1/1/2017,Still Water (Odense),DNK,3.19
208895,1/1/2017,Orange Juice (London),GBR,5.19
208896,1/1/2017,Butter Croissant (Kraków),POL,2.07
208897,1/1/2017,Ham & Cheese Toastie (Stuttgart),DEU,4.84
208898,1/1/2017,Peach Juice (Stuttgart),DEU,2.44
208899,1/1/2017,Chocolate Chip Muffin (Hamburg),DEU,5.16
208900,1/1/2017,Chicken Fajita Wrap (Glasgow),GBR,2.48
208901,1/1/2017,Tea (Birmingham),GBR,4.54
208902,1/1/2017,Peach Juice (Portland),USA,2.31
208903,1/1/2017,Porridge (Salzburg),AUT,4.47
208904,1/1/2017,Peach Juice (Odense),DNK,4.82
208905,1/1/2017,Tuna Melt Panini (Graz),AUT,2.21
208906,1/1/2017,Chocolate Chip Muffin (Brussels),BEL,1.69
208907,1/1/2017,Orange Juice (Sønderborg),DNK,2.7
208908,1/1/2017,Apple Juice (Vancouver),CAN,4.76
208909,1/1/2017,Chicken Salad Sandwich (Dresden),DEU,3.15
208910,1/1/2017,Blueberry Muffin (London),GBR,2.37
208911,1/1/2017,Chocolate Chip Muffin (Seattle),USA,1.58
208912,1/1/2017,Cheese & Pickle Sandwich (Potsdam),DEU,3.06
208913,1/1/2017,Tuna Melt Panini (Sydney),AUS,2.33
208914,1/1/2017,BLT Sandwich (Stockholm),SWE,2.55
208915,1/1/2017,Chicken Salad Sandwich (Sønderborg),DNK,5.5
208916,1/1/2017,Apple Juice (Strasbourg),FRA,4.45
208917,1/1/2017,Cheese & Pickle Sandwich (Canberra),AUS,2.26
208918,1/1/2017,Apple Juice (Sønderborg),DNK,4.81
208919,1/1/2017,Orange Juice (Sønderborg),DNK,3.25
208920,1/1/2017,Tuna Melt Panini (Brussels),BEL,4.26
208921,1/1/2017,Porridge (Dresden),DEU,2.3
208922,1/1/2017,Tomato Juice (Hamilton),NZL,2.91
208923,1/1/2017,Butter Croissant (Lille),FRA,3.36
208924,1/1/2017,Tuna Melt Panini (Boston),USA,1.8
208925,1/1/2017,Butter Croissant (Auckland),NZL,4.89
208926,1/1/2017,Lemon & Ginger Tea (Gdańsk),POL,4.88
208927,1/1/2017,Cheese & Pickle Sandwich (Birmingham),GBR,2.73
208928,1/1/2017,Still Water (Portland),USA,5.24
208929,1/1/2017,Toast (Dublin),IRL,3.62
208930,1/1/2017,Sparkling Water (Hamburg),DEU,3.47
208931,1/1/2017,Lemon & Ginger Tea (Graz),AUT,2.52
208932,1/1/2017,Peach Juice (Berlin),DEU,4.94
208933,1/1/2017,Lemon & Ginger Tea (Lille),FRA,3.84
208934,1/1/2017,Tea (Sønderborg),DNK,3.4
208935,1/1/2017,Ham & Cheese Toastie (Glasgow),GBR,4.36
208936,1/1/2017,Lemon & Ginger Tea (Stockholm),SWE,3.56
208937,1/1/2017,Toast (Strasbourg),FRA,5.06
208938,1/1/2017,Toast (Lausanne),CHE,4
208939,1/1/2017,Porridge (Berlin),DEU,3.39
208940,1/1/2017,Lemon & Ginger Tea (Potsdam),DEU,4.23
208941,1/1/2017,Tuna Melt Panini (Birmingham),GBR,3.2
208942,1/1/2017,Peach Juice (Salzburg),AUT,2
208943,1/1/2017,Blueberry Muffin (Geneva),CHE,2.24
208944,1/1/2017,Green Tea (Portland),USA,3.01
208945,1/1/2017,Blueberry Muffin (Edinburgh),GBR,2.98
208946,1/1/2017,Cheese & Pickle Sandwich (Potsdam),DEU,3.66
208947,1/1/2017,Chocolate Chip Muffin (Stuttgart),DEU,4.52
208948,1/1/2017,Chocolate Twist (San Diego),USA,2.41
208949,1/1/2017,Lemon & Ginger Tea (Vancouver),CAN,1.97
208950,1/1/2017,Cheese & Pickle Sandwich (Dublin),IRL,4.98
208951,1/1/2017,Blueberry Muffin (Manchester),GBR,2.62
208952,1/1/2017,Toast (Austin),USA,5.08
208953,1/1/2017,Green Tea (Brussels),BEL,2.12
208954,1/1/2017,Tea (Tromsø),NOR,5.19
208955,1/1/2017,Almond Croissant (Seattle),USA,2.88
208956,1/1/2017,Chocolate Chip Muffin (Birmingham),GBR,5.38
208957,1/1/2017,Coffee (Sydney),AUS,2.6
208958,1/1/2017,Coffee (Lausanne),CHE,1.97
208959,1/1/2017,Almond Croissant (Toronto),CAN,2.83
208960,1/1/2017,Apple Juice (Munich),DEU,2.78
208961,1/1/2017,BLT Sandwich (Dresden),DEU,4.43
208962,1/1/2017,Chicken Fajita Wrap (Birmingham),GBR,3.8
208963,1/1/2017,Fruit Box (Auckland),NZL,2.95
208964,1/1/2017,Cheese & Pickle Sandwich (Manchester),GBR,3.2
208965,1/1/2017,Chocolate Twist (Stockholm),SWE,3
208966,1/1/2017,Toast (San Diego),USA,5.41
208967,1/1/2017,Tea (Kirkland),USA,3.7
208968,1/1/2017,Tuna Melt Panini (Paris),FRA,4.39
208969,1/1/2017,Chocolate Twist (Paris),FRA,3.39
208970,1/1/2017,Cheese & Pickle Sandwich (Vancouver),CAN,3.98
208971,1/1/2017,Toast (Galway),IRL,1.54
208972,1/1/2017,Still Water (Sydney),AUS,2.45
208973,1/1/2017,Tuna Melt Panini (Graz),AUT,3.04
208974,1/1/2017,Green Tea (Geneva),CHE,4.1
208975,1/1/2017,Tea (Brussels),BEL,3.43
208976,1/1/2017,Green Tea (Dublin),IRL,3.35
208977,1/1/2017,Tea (Melbourne),AUS,2.34
208978,1/1/2017,Orange Juice (Lausanne),CHE,3.92
208979,1/1/2017,Toast (Potsdam),DEU,3.2
208980,1/1/2017,Tuna Melt Panini (Austin),USA,2.3
208981,1/1/2017,Almond Croissant (Vancouver),CAN,2.72
208982,1/1/2017,Tomato Juice (Madison),USA,2.65
208983,1/1/2017,Still Water (Auckland),NZL,2.97
208984,1/1/2017,BLT Sandwich (Southampton),GBR,3.13
208985,1/1/2017,Ham & Cheese Toastie (Toulouse),FRA,2.85
208986,1/1/2017,Orange Juice (Paris),FRA,3.28
208987,1/1/2017,BLT Sandwich (Seattle),USA,4.36
208988,1/1/2017,Toast (Lille),FRA,2.07
208989,1/1/2017,Ham & Cheese Toastie (Glasgow),GBR,4.29
208990,1/1/2017,Chocolate Twist (Cardiff),GBR,2.05
208991,1/1/2017,Peach Juice (Brussels),BEL,4.16
208992,1/1/2017,Still Water (Katowice),POL,2.25
208993,1/1/2017,Still Water (Sydney),AUS,2.23
208994,1/1/2017,Coffee (Albuquerque),USA,4.39
208995,1/1/2017,BLT Sandwich (Dresden),DEU,4.52
208996,1/1/2017,Ham & Cheese Toastie (Stuttgart),DEU,4.3
208997,1/1/2017,Chicken Fajita Wrap (Lille),FRA,4.69
208998,1/1/2017,Blueberry Muffin (Edinburgh),GBR,5.45
208999,1/1/2017,Still Water (Kirkland),USA,2.34
209000,1/1/2017,Ham & Cheese Toastie (San Diego),USA,4.41
209001,1/1/2017,Tomato Juice (Lausanne),CHE,2.37
209002,1/1/2017,Lemon & Ginger Tea (Toulouse),FRA,4.2
209003,1/1/2017,Tuna Melt Panini (San Francisco),USA,4.9
209004,1/1/2017,Blueberry Muffin (Madison),USA,3.03
209005,1/1/2017,Blueberry Muffin (Madison),USA,4.38
209006,1/1/2017,Almond Croissant (Southampton),GBR,2.81
209007,1/1/2017,Almond Croissant (Kirkland),USA,1.66
209008,1/1/2017,BLT Sandwich (Geneva),CHE,3.85
209009,1/1/2017,Tomato Juice (Katowice),POL,4.59
209010,1/1/2017,Coffee (Glasgow),GBR,2.71
209011,1/1/2017,Ham & Cheese Toastie (Copenhagan),DNK,2.46
209012,1/1/2017,Orange Juice (Geneva),CHE,3.68
209013,1/1/2017,Porridge (Paris),FRA,2.91
209014,1/1/2017,Porridge (Graz),AUT,2.01
209015,1/1/2017,Butter Croissant (San Diego),USA,1.91
209016,1/1/2017,Butter Croissant (Stuttgart),DEU,3.16
209017,1/1/2017,Tomato Juice (Birmingham),GBR,5.44
209018,1/1/2017,Cheese & Pickle Sandwich (San Diego),USA,3.68
209019,1/1/2017,Peach Juice (Dresden),DEU,2.59
209020,1/1/2017,Chocolate Twist (Sydney),AUS,5.06
209021,1/1/2017,Still Water (Dublin),IRL,1.98
209022,1/1/2017,Chocolate Twist (Cardiff),GBR,4.03
209023,1/1/2017,Green Tea (Berlin),DEU,4.48
209024,1/1/2017,Lemon & Ginger Tea (London),GBR,2.24
209025,1/1/2017,Chocolate Twist (Tromsø),NOR,5.45
209026,1/1/2017,Still Water (Copenhagan),DNK,5.46
209027,1/1/2017,Chocolate Chip Muffin (Geneva),CHE,3.89
209028,1/1/2017,Tuna Melt Panini (Toulouse),FRA,5.13
209029,1/1/2017,Orange Juice (Graz),AUT,3.58
209030,1/1/2017,Tomato Juice (Auckland),NZL,5.3
209031,1/1/2017,Chicken Fajita Wrap (Portland),USA,5.4
209032,1/1/2017,Chicken Salad Sandwich (Toronto),CAN,2.25
209033,1/1/2017,Porridge (Lille),FRA,3.6
209034,1/1/2017,Blueberry Muffin (Gdańsk),POL,3.38
209035,1/1/2017,Butter Croissant (San Diego),USA,2.02
209036,1/1/2017,Toast (Birmingham),GBR,3.14
209037,1/1/2017,Ham & Cheese Toastie (Southampton),GBR,3.83
209038,1/1/2017,Tea (Cardiff),GBR,1.77
209039,1/1/2017,Cheese & Pickle Sandwich (Glasgow),GBR,2.43
209040,1/1/2017,Sparkling Water (Strasbourg),FRA,2.93
209041,1/1/2017,Tuna Melt Panini (Potsdam),DEU,2.54
209042,1/1/2017,Tuna Melt Panini (San Diego),USA,5.44
209043,1/1/2017,Chicken Salad Sandwich (Munich),DEU,3.89
209044,1/1/2017,Chocolate Chip Muffin (Graz),AUT,3.76
209045,1/1/2017,Still Water (Lausanne),CHE,3.81
209046,1/1/2017,Chocolate Chip Muffin (Galway),IRL,4.65
209047,1/1/2017,Apple Juice (Hamburg),DEU,2.77
209048,1/1/2017,Lemon & Ginger Tea (Canberra),AUS,2.11
209049,1/1/2017,Still Water (Seattle),USA,4.17
209050,1/1/2017,Toast (Galway),IRL,2.68
209051,1/1/2017,Chocolate Twist (Sydney),AUS,4.18
209052,1/1/2017,Chocolate Twist (Gdańsk),POL,1.78
209053,1/1/2017,Almond Croissant (Copenhagan),DNK,1.69
209054,1/1/2017,Tea (Portland),USA,3.05
209055,1/1/2017,Chicken Salad Sandwich (Albuquerque),USA,3.1
209056,1/1/2017,Almond Croissant (Madison),USA,4.68
209057,1/1/2017,Still Water (Stuttgart),DEU,3.81
209058,1/1/2017,Chicken Fajita Wrap (Portland),USA,1.72
209059,1/1/2017,Fruit Box (Strasbourg),FRA,4.39
209060,1/1/2017,Chocolate Twist (Boston),USA,1.78
209061,1/1/2017,Apple Juice (Tromsø),NOR,3.68
209062,1/1/2017,Blueberry Muffin (Vancouver),CAN,4.98
209063,1/1/2017,Toast (Seattle),USA,2.55
209064,1/1/2017,BLT Sandwich (Kirkland),USA,4.15
209065,1/1/2017,Fruit Box (Lille),FRA,5.24
209066,1/1/2017,Butter Croissant (Odense),DNK,5.08
209067,1/1/2017,Chicken Fajita Wrap (Toronto),CAN,3.07
209068,1/1/2017,Toast (Paris),FRA,3.71
209069,1/1/2017,Tea (Stuttgart),DEU,3.53
209070,1/1/2017,Still Water (Geneva),CHE,4.53
209071,1/1/2017,Peach Juice (Sydney),AUS,4.75
209072,1/1/2017,Chicken Salad Sandwich (Seattle),USA,1.93
209073,1/1/2017,Tomato Juice (Edinburgh),GBR,1.83
209074,1/1/2017,Almond Croissant (Geneva),CHE,3.92
209075,1/1/2017,Coffee (Strasbourg),FRA,3.89
209076,1/1/2017,Chocolate Twist (Munich),DEU,4.85
209077,1/1/2017,Almond Croissant (Lausanne),CHE,3.09
209078,1/1/2017,BLT Sandwich (Toronto),CAN,2.34
209079,1/1/2017,Chocolate Twist (Katowice),POL,4.67
209080,1/1/2017,Still Water (Portland),USA,5.28
209081,1/1/2017,BLT Sandwich (Potsdam),DEU,1.54
209082,1/1/2017,Butter Croissant (Copenhagan),DNK,3.44
209083,1/1/2017,BLT Sandwich (Madison),USA,4.96
209084,1/1/2017,Cheese & Pickle Sandwich (Stuttgart),DEU,4.47
209085,1/1/2017,Apple Juice (Vancouver),CAN,4
209086,1/1/2017,Tomato Juice (London),GBR,2.97
209087,1/1/2017,Toast (Strasbourg),FRA,2.17
209088,1/1/2017,Sparkling Water (Stuttgart),DEU,2.3
209089,1/1/2017,Blueberry Muffin (Odense),DNK,4.53
209090,1/1/2017,BLT Sandwich (Sydney),AUS,3.3
209091,1/1/2017,Fruit Box (Southampton),GBR,2.77
209092,1/1/2017,Lemon & Ginger Tea (Boston),USA,2.36
209093,1/1/2017,Green Tea (Edinburgh),GBR,2.05
209094,1/1/2017,Chicken Salad Sandwich (San Francisco),USA,4.51
209095,1/1/2017,Cheese & Pickle Sandwich (Brussels),BEL,5.39
209096,1/1/2017,Ham & Cheese Toastie (Strasbourg),FRA,2.05
209097,1/1/2017,Green Tea (Austin),USA,4.05
209098,1/1/2017,Butter Croissant (Copenhagan),DNK,3.72
209099,1/1/2017,Green Tea (Paris),FRA,5.22
209100,1/1/2017,Fruit Box (Madison),USA,3.52
