Order ID,Date,Product,Country Code,Amount
439759,1/1/2018,Still Water (Kraków),POL,4.68
439760,1/1/2018,Blueberry Muffin (Toronto),CAN,2.7
439761,1/1/2018,Still Water (Kirkland),USA,3.31
439762,1/1/2018,Peach Juice (Cardiff),GBR,4.72
439763,1/1/2018,Fruit Box (Lausanne),CHE,2.94
439764,1/1/2018,Sparkling Water (Copenhagan),DNK,5.3
439765,1/1/2018,Chicken Fajita Wrap (Sønderborg),DNK,3.09
439766,1/1/2018,Tea (Katowice),POL,5.49
439767,1/1/2018,Butter Croissant (Boston),USA,1.52
439768,1/1/2018,Still Water (Boston),USA,1.77
439769,1/1/2018,Lemon & Ginger Tea (San Francisco),USA,3.24
439770,1/1/2018,Coffee (Lausanne),CHE,3.92
439771,1/1/2018,Chocolate Twist (Melbourne),AUS,2.9
439772,1/1/2018,Green Tea (Kirkland),USA,4.86
439773,1/1/2018,Tea (Brussels),BEL,5.34
439774,1/1/2018,Almond Croissant (Boston),USA,4.23
439775,1/1/2018,Cheese & Pickle Sandwich (Gdańsk),POL,1.95
439776,1/1/2018,Coffee (Tromsø),NOR,3.26
439777,1/1/2018,Blueberry Muffin (Cardiff),GBR,5.47
439778,1/1/2018,Tuna Melt Panini (Stuttgart),DEU,2.25
439779,1/1/2018,Orange Juice (Sydney),AUS,2.03
439780,1/1/2018,Toast (Potsdam),DEU,4.12
439781,1/1/2018,Chocolate Chip Muffin (Boston),USA,1.87
439782,1/1/2018,Cheese & Pickle Sandwich (Graz),AUT,3.4
439783,1/1/2018,Granola Bar (Manchester),GBR,1.74
439784,1/1/2018,Chocolate Chip Muffin (Stuttgart),DEU,4.74
439785,1/1/2018,Toast (San Francisco),USA,5.26
439786,1/1/2018,Chicken Salad Sandwich (Munich),DEU,3.08
439787,1/1/2018,Chicken Salad Sandwich (Sønderborg),DNK,3.64
439788,1/1/2018,Porridge (San Diego),USA,4.99
439789,1/1/2018,Sparkling Water (Copenhagan),DNK,4.65
439790,1/1/2018,Green Tea (Southampton),GBR,5.49
439791,1/1/2018,Peach Juice (Dresden),DEU,4.1
439792,1/1/2018,Blueberry Muffin (Kraków),POL,5.37
439793,1/1/2018,Peach Juice (Strasbourg),FRA,2.64
439794,1/1/2018,Butter Croissant (Lille),FRA,4.68
439795,1/1/2018,Chicken Salad Sandwich (Seattle),USA,2.09
439796,1/1/2018,Blueberry Muffin (London),GBR,4.59
439797,1/1/2018,Orange Juice (Gdańsk),POL,4.44
439798,1/1/2018,BLT Sandwich (Hamilton),NZL,1.72
439799,1/1/2018,Tuna Melt Panini (Lausanne),CHE,2.25
439800,1/1/2018,BLT Sandwich (Salzburg),AUT,4.02
439801,1/1/2018,Toast (Dublin),IRL,3.15
439802,1/1/2018,Tea (San Diego),USA,3.94
439803,1/1/2018,Orange Juice (Melbourne),AUS,4.22
439804,1/1/2018,Orange Juice (Southampton),GBR,1.78
439805,1/1/2018,Still Water (San Francisco),USA,1.53
439806,1/1/2018,Sparkling Water (Glasgow),GBR,4.3
439807,1/1/2018,Apple Juice (Gdańsk),POL,5.4
439808,1/1/2018,Almond Croissant (Gdańsk),POL,4.11
439809,1/1/2018,Granola Bar (Toronto),CAN,4.23
439810,1/1/2018,Chicken Salad Sandwich (Galway),IRL,4.07
439811,1/1/2018,Peach Juice (Kraków),POL,4.16
439812,1/1/2018,Blueberry Muffin (Katowice),POL,4.16
439813,1/1/2018,Fruit Box (Madison),USA,3.67
439814,1/1/2018,Peach Juice (Kraków),POL,2.88
439815,1/1/2018,Almond Croissant (Auckland),NZL,3.69
439816,1/1/2018,Tomato Juice (Graz),AUT,2.22
439817,1/1/2018,Toast (Cardiff),GBR,5.32
439818,1/1/2018,Tomato Juice (Gdańsk),POL,2.92
439819,1/1/2018,Chocolate Chip Muffin (Birmingham),GBR,2.51
439820,1/1/2018,Toast (Strasbourg),FRA,2.79
439821,1/1/2018,Sparkling Water (Katowice),POL,2.77
439822,1/1/2018,Granola Bar (Boston),USA,2.77
439823,1/1/2018,Butter Croissant (Berlin),DEU,2.18
439824,1/1/2018,Chicken Fajita Wrap (Copenhagan),DNK,2.94
439825,1/1/2018,BLT Sandwich (Vancouver),CAN,3.58
439826,1/1/2018,Ham & Cheese Toastie (Edinburgh),GBR,4.29
439827,1/1/2018,BLT Sandwich (Austin),USA,3.84
439828,1/1/2018,Sparkling Water (Graz),AUT,1.52
439829,1/1/2018,Blueberry Muffin (Seattle),USA,3.05
439830,1/1/2018,Cheese & Pickle Sandwich (Cardiff),GBR,3.33
439831,1/1/2018,Tuna Melt Panini (Gdańsk),POL,5.18
439832,1/1/2018,Tuna Melt Panini (Stockholm),SWE,4.57
439833,1/1/2018,Still Water (Sønderborg),DNK,5.48
439834,1/1/2018,Peach Juice (Stockholm),SWE,2.09
439835,1/1/2018,Chocolate Chip Muffin (Auckland),NZL,2.38
439836,1/1/2018,Cheese & Pickle Sandwich (Hamburg),DEU,2.87
439837,1/1/2018,Apple Juice (Stuttgart),DEU,2.16
439838,1/1/2018,Toast (Portland),USA,3.59
439839,1/1/2018,Ham & Cheese Toastie (Brussels),BEL,3.12
439840,1/1/2018,Still Water (Dresden),DEU,2.61
439841,1/1/2018,Still Water (Salzburg),AUT,2.1
439842,1/1/2018,Lemon & Ginger Tea (Potsdam),DEU,4.01
439843,1/1/2018,Coffee (Brussels),BEL,1.53
439844,1/1/2018,Almond Croissant (Geneva),CHE,1.82
439845,1/1/2018,Sparkling Water (Hamburg),DEU,4.97
439846,1/1/2018,Fruit Box (Stockholm),SWE,2.59
439847,1/1/2018,BLT Sandwich (Melbourne),AUS,2.35
439848,1/1/2018,Porridge (Birmingham),GBR,2.73
439849,1/1/2018,Chicken Salad Sandwich (Edinburgh),GBR,3.5
439850,1/1/2018,Tomato Juice (Kirkland),USA,1.92
439851,1/1/2018,Chicken Salad Sandwich (Madison),USA,4.18
439852,1/1/2018,Porridge (Madison),USA,2.42
439853,1/1/2018,Chocolate Chip Muffin (Birmingham),GBR,1.68
439854,1/1/2018,Blueberry Muffin (Kraków),POL,3.16
439855,1/1/2018,Blueberry Muffin (Glasgow),GBR,2.55
439856,1/1/2018,Sparkling Water (Austin),USA,4.06
439857,1/1/2018,Tuna Melt Panini (Brussels),BEL,2.42
439858,1/1/2018,Coffee (Seattle),USA,2.93
439859,1/1/2018,Fruit Box (Geneva),CHE,4.99
439860,1/1/2018,Butter Croissant (Stockholm),SWE,4.87
439861,1/1/2018,Tuna Melt Panini (Dresden),DEU,3.96
439862,1/1/2018,Butter Croissant (Munich),DEU,2.75
439863,1/1/2018,Cheese & Pickle Sandwich (Geneva),CHE,5.5
439864,1/1/2018,Peach Juice (Manchester),GBR,3.96
439865,1/1/2018,Blueberry Muffin (Portland),USA,3.46
439866,1/1/2018,Cheese & Pickle Sandwich (Stuttgart),DEU,3.93
439867,1/1/2018,Tomato Juice (Stuttgart),DEU,3.64
439868,1/1/2018,Coffee (Katowice),POL,5
439869,1/1/2018,Green Tea (Stockholm),SWE,4.05
439870,1/1/2018,Chicken Salad Sandwich (Strasbourg),FRA,4.82
439871,1/1/2018,Fruit Box (Manchester),GBR,2.31
439872,1/1/2018,Tuna Melt Panini (Portland),USA,2.26
439873,1/1/2018,Chicken Fajita Wrap (Munich),DEU,4.43
439874,1/1/2018,Tomato Juice (Austin),USA,1.57
439875,1/1/2018,BLT Sandwich (Kirkland),USA,3.64
439876,1/1/2018,Chicken Fajita Wrap (Canberra),AUS,4
439877,1/1/2018,Tuna Melt Panini (Geneva),CHE,3.05
439878,1/1/2018,Chocolate Twist (Hamburg),DEU,4.73
439879,1/1/2018,Blueberry Muffin (Melbourne),AUS,2.83
439880,1/1/2018,Green Tea (Boston),USA,2.78
439881,1/1/2018,Apple Juice (San Diego),USA,4.49
439882,1/1/2018,Ham & Cheese Toastie (Strasbourg),FRA,4.13
439883,1/1/2018,Butter Croissant (Berlin),DEU,4.39
439884,1/1/2018,Tomato Juice (London),GBR,2.17
439885,1/1/2018,Cheese & Pickle Sandwich (Hamburg),DEU,5.37
439886,1/1/2018,Chicken Salad Sandwich (Galway),IRL,3.64
439887,1/1/2018,Blueberry Muffin (Cardiff),GBR,1.59
439888,1/1/2018,Green Tea (Hamburg),DEU,2.73
439889,1/1/2018,Peach Juice (Dresden),DEU,1.67
439890,1/1/2018,Sparkling Water (Austin),USA,4.04
439891,1/1/2018,Lemon & Ginger Tea (Sønderborg),DNK,3.59
439892,1/1/2018,Ham & Cheese Toastie (Melbourne),AUS,3.84
439893,1/1/2018,Chocolate Chip Muffin (Boston),USA,4.57
439894,1/1/2018,Tuna Melt Panini (San Diego),USA,5.15
439895,1/1/2018,Porridge (Dresden),DEU,3.31
439896,1/1/2018,Coffee (Copenhagan),DNK,2.06
439897,1/1/2018,Tomato Juice (Munich),DEU,5.27
439898,1/1/2018,Fruit Box (Gdańsk),POL,4.12
439899,1/1/2018,Tuna Melt Panini (Tromsø),NOR,2.96
439900,1/1/2018,Fruit Box (Munich),DEU,4.76
439901,1/1/2018,Apple Juice (Kraków),POL,3.5
439902,1/1/2018,Granola Bar (Berlin),DEU,1.52
439903,1/1/2018,Sparkling Water (Cardiff),GBR,1.77
439904,1/1/2018,Green Tea (Manchester),GBR,3.65
439905,1/1/2018,Ham & Cheese Toastie (Albuquerque),USA,3.63
439906,1/1/2018,Chocolate Twist (Paris),FRA,3.98
439907,1/1/2018,Fruit Box (Albuquerque),USA,3.44
439908,1/1/2018,Sparkling Water (Potsdam),DEU,2.73
439909,1/1/2018,Toast (Albuquerque),USA,1.98
439910,1/1/2018,Peach Juice (Edinburgh),GBR,4.32
439911,1/1/2018,Tea (Canberra),AUS,2.1
439912,1/1/2018,Toast (Kirkland),USA,2.38
439913,1/1/2018,Blueberry Muffin (Strasbourg),FRA,4.96
439914,1/1/2018,Chocolate Chip Muffin (Odense),DNK,1.97
439915,1/1/2018,Orange Juice (Odense),DNK,5.42
439916,1/1/2018,Peach Juice (Brussels),BEL,5.2
439917,1/1/2018,Tea (Paris),FRA,5.12
439918,1/1/2018,Chicken Fajita Wrap (Portland),USA,3.57
439919,1/1/2018,Apple Juice (Glasgow),GBR,4.77
439920,1/1/2018,Almond Croissant (Paris),FRA,5.43
439921,1/1/2018,Chocolate Chip Muffin (Copenhagan),DNK,4.13
439922,1/1/2018,Tuna Melt Panini (Glasgow),GBR,2.52
439923,1/1/2018,Tomato Juice (Geneva),CHE,2.57
439924,1/1/2018,Ham & Cheese Toastie (Albuquerque),USA,5.15
439925,1/1/2018,Chicken Fajita Wrap (London),GBR,1.74
439926,1/1/2018,Toast (Dresden),DEU,5.45
439927,1/1/2018,Orange Juice (Melbourne),AUS,3.81
439928,1/1/2018,Apple Juice (San Francisco),USA,5.36
439929,1/1/2018,Lemon & Ginger Tea (Stockholm),SWE,4.95
439930,1/1/2018,Granola Bar (San Diego),USA,3.7
439931,1/1/2018,Apple Juice (Lille),FRA,2.83
439932,1/1/2018,Chicken Fajita Wrap (Sønderborg),DNK,5.14
439933,1/1/2018,Apple Juice (Galway),IRL,4.06
439934,1/1/2018,Lemon & Ginger Tea (Kraków),POL,1.65
439935,1/1/2018,Chicken Salad Sandwich (Canberra),AUS,2.07
439936,1/1/2018,Butter Croissant (Sønderborg),DNK,5.22
439937,1/1/2018,Chicken Fajita Wrap (Lille),FRA,2.94
439938,1/1/2018,Cheese & Pickle Sandwich (Geneva),CHE,2.65
439939,1/1/2018,Chicken Fajita Wrap (Edinburgh),GBR,3.75
439940,1/1/2018,Orange Juice (Sydney),AUS,5.49
439941,1/1/2018,Sparkling Water (London),GBR,3.11
439942,1/1/2018,Tuna Melt Panini (Sønderborg),DNK,3.15
439943,1/1/2018,Almond Croissant (Cardiff),GBR,3.28
439944,1/1/2018,BLT Sandwich (San Francisco),USA,2.51
439945,1/1/2018,Still Water (Geneva),CHE,3.34
439946,1/1/2018,Cheese & Pickle Sandwich (Seattle),USA,3
439947,1/1/2018,Toast (Lille),FRA,3.09
439948,1/1/2018,Peach Juice (Portland),USA,2.51
439949,1/1/2018,Ham & Cheese Toastie (Stockholm),SWE,3.15
439950,1/1/2018,Lemon & Ginger Tea (Geneva),CHE,3.13
439951,1/1/2018,Fruit Box (Portland),USA,4.9
439952,1/1/2018,Still Water (Katowice),POL,2.74
439953,1/1/2018,Chicken Salad Sandwich (Galway),IRL,1.77
439954,1/1/2018,Granola Bar (Gdańsk),POL,5.4
439955,1/1/2018,Tuna Melt Panini (Portland),USA,2.56
439956,1/1/2018,Cheese & Pickle Sandwich (Kraków),POL,5.13
439957,1/1/2018,Blueberry Muffin (Graz),AUT,3.47
439958,1/1/2018,Chicken Salad Sandwich (Salzburg),AUT,4.53
439959,1/1/2018,Tomato Juice (Odense),DNK,2.8
439960,1/1/2018,Almond Croissant (San Diego),USA,4.89
439961,1/1/2018,Granola Bar (London),GBR,4.49
439962,1/1/2018,Chicken Salad Sandwich (Manchester),GBR,2.68
439963,1/1/2018,Chocolate Twist (Seattle),USA,1.62
439964,1/1/2018,Sparkling Water (Strasbourg),FRA,5.16
439965,1/1/2018,Peach Juice (Stuttgart),DEU,5.07
439966,1/1/2018,Ham & Cheese Toastie (Stuttgart),DEU,2.77
439967,1/1/2018,Toast (Southampton),GBR,1.92
439968,1/1/2018,Orange Juice (Southampton),GBR,2.88
439969,1/1/2018,Peach Juice (Brussels),BEL,5.41
439970,1/1/2018,Chicken Fajita Wrap (Gdańsk),POL,2.56
439971,1/1/2018,Tuna Melt Panini (Sønderborg),DNK,2.89
439972,1/1/2018,Butter Croissant (Odense),DNK,4.43
439973,1/1/2018,Sparkling Water (Copenhagan),DNK,3.91
439974,1/1/2018,Chocolate Twist (Melbourne),AUS,1.56
439975,1/1/2018,Ham & Cheese Toastie (Albuquerque),USA,1.53
439976,1/1/2018,Cheese & Pickle Sandwich (Lille),FRA,4.91
439977,1/1/2018,Toast (Edinburgh),GBR,1.71
439978,1/1/2018,Blueberry Muffin (Munich),DEU,4.65
439979,1/1/2018,Tuna Melt Panini (Berlin),DEU,3.27
439980,1/1/2018,Chocolate Chip Muffin (Strasbourg),FRA,2.99
439981,1/1/2018,Almond Croissant (Cardiff),GBR,2.58
439982,1/1/2018,Almond Croissant (Hamburg),DEU,5.33
439983,1/1/2018,Granola Bar (Boston),USA,2.25
439984,1/1/2018,Chocolate Chip Muffin (Galway),IRL,3.1
439985,1/1/2018,Still Water (Madison),USA,3.72
439986,1/1/2018,Tea (Dresden),DEU,4.48
439987,1/1/2018,Chocolate Twist (Hamilton),NZL,1.64
439988,1/1/2018,Tea (Austin),USA,3.98
439989,1/1/2018,Fruit Box (Birmingham),GBR,3
439990,1/1/2018,Chicken Fajita Wrap (Manchester),GBR,3.06
439991,1/1/2018,Lemon & Ginger Tea (Dublin),IRL,4.63
439992,1/1/2018,Orange Juice (Seattle),USA,4.05
439993,1/1/2018,Chicken Salad Sandwich (Kraków),POL,4.01
439994,1/1/2018,Almond Croissant (Kraków),POL,2.05
439995,1/1/2018,Tomato Juice (Stuttgart),DEU,3.86
439996,1/1/2018,Still Water (Graz),AUT,3.53
439997,1/1/2018,Coffee (Kraków),POL,2.03
439998,1/1/2018,Porridge (Sønderborg),DNK,2.86
439999,1/1/2018,Porridge (Cardiff),GBR,1.97
440000,1/1/2018,Peach Juice (Stuttgart),DEU,1.53
440001,1/1/2018,Orange Juice (Boston),USA,3.46
440002,1/1/2018,Tea (Brussels),BEL,3.99
440003,1/1/2018,Coffee (Munich),DEU,4.38
440004,1/1/2018,Fruit Box (Odense),DNK,3.83
440005,1/1/2018,Fruit Box (Austin),USA,5.23
440006,1/1/2018,Almond Croissant (Cardiff),GBR,4.63
440007,1/1/2018,Granola Bar (Vancouver),CAN,3.01
440008,1/1/2018,Ham & Cheese Toastie (Dresden),DEU,1.99
440009,1/1/2018,Blueberry Muffin (Gdańsk),POL,1.51
440010,1/1/2018,Green Tea (Toulouse),FRA,4.77
440011,1/1/2018,Apple Juice (Stuttgart),DEU,5.02
440012,1/1/2018,Almond Croissant (Galway),IRL,2.51
440013,1/1/2018,Peach Juice (Graz),AUT,3.88
440014,1/1/2018,Chicken Salad Sandwich (Stuttgart),DEU,1.76
440015,1/1/2018,Toast (Salzburg),AUT,5.37
440016,1/1/2018,Still Water (Strasbourg),FRA,3.01
440017,1/1/2018,Sparkling Water (Madison),USA,4.06
440018,1/1/2018,Tea (Katowice),POL,4.7
440019,1/1/2018,Sparkling Water (Austin),USA,1.66
440020,1/1/2018,Fruit Box (Toronto),CAN,3.49
440021,1/1/2018,Blueberry Muffin (Salzburg),AUT,4.95
440022,1/1/2018,Butter Croissant (Dresden),DEU,3.23
440023,1/1/2018,Chocolate Chip Muffin (Manchester),GBR,4.27
440024,1/1/2018,Chocolate Chip Muffin (Katowice),POL,3.72
440025,1/1/2018,Blueberry Muffin (Manchester),GBR,1.56
440026,1/1/2018,Cheese & Pickle Sandwich (Lausanne),CHE,4.17
440027,1/1/2018,Almond Croissant (Gdańsk),POL,4.27
440028,1/1/2018,Sparkling Water (Vancouver),CAN,3.8
440029,1/1/2018,Cheese & Pickle Sandwich (Lille),FRA,4.08
440030,1/1/2018,Sparkling Water (Sydney),AUS,2.54
440031,1/1/2018,Tea (San Francisco),USA,2.88
440032,1/1/2018,Granola Bar (Birmingham),GBR,4.56
440033,1/1/2018,Toast (Katowice),POL,2.66
440034,1/1/2018,Granola Bar (Birmingham),GBR,1.69
440035,1/1/2018,Orange Juice (Birmingham),GBR,3.72
440036,1/1/2018,Sparkling Water (Stockholm),SWE,1.9
440037,1/1/2018,Porridge (San Diego),USA,3.77
440038,1/1/2018,Granola Bar (Toulouse),FRA,3.04
440039,1/1/2018,Butter Croissant (Salzburg),AUT,2.55
440040,1/1/2018,Butter Croissant (Odense),DNK,2.36
440041,1/1/2018,Chicken Fajita Wrap (Kirkland),USA,4.13
440042,1/1/2018,Sparkling Water (London),GBR,1.99
440043,1/1/2018,Still Water (Seattle),USA,1.53
440044,1/1/2018,Still Water (Salzburg),AUT,3.85
440045,1/1/2018,Apple Juice (Toronto),CAN,2.26
440046,1/1/2018,Tomato Juice (Berlin),DEU,2.18
440047,1/1/2018,Toast (Copenhagan),DNK,4.14
440048,1/1/2018,BLT Sandwich (Graz),AUT,5.13
440049,1/1/2018,Chocolate Twist (Dublin),IRL,5.45
440050,1/1/2018,Blueberry Muffin (Tromsø),NOR,2.87
440051,1/1/2018,Apple Juice (Manchester),GBR,2.35
440052,1/1/2018,Chocolate Chip Muffin (Vancouver),CAN,3.04
440053,1/1/2018,Tuna Melt Panini (Lausanne),CHE,5.33
440054,1/1/2018,Fruit Box (Katowice),POL,3.09
440055,1/1/2018,Chicken Fajita Wrap (Madison),USA,4.57
440056,1/1/2018,Almond Croissant (Albuquerque),USA,3.64
440057,1/1/2018,BLT Sandwich (Kirkland),USA,3.81
440058,1/1/2018,Coffee (Albuquerque),USA,4.73
440059,1/1/2018,Butter Croissant (Katowice),POL,1.67
440060,1/1/2018,Butter Croissant (Munich),DEU,3.94
440061,1/1/2018,Still Water (Seattle),USA,2.15
440062,1/1/2018,Orange Juice (Salzburg),AUT,4.56
440063,1/1/2018,Sparkling Water (Portland),USA,5.47
440064,1/1/2018,Orange Juice (Lausanne),CHE,1.53
440065,1/1/2018,Almond Croissant (San Diego),USA,2.08
440066,1/1/2018,Cheese & Pickle Sandwich (Edinburgh),GBR,4.23
440067,1/1/2018,Apple Juice (Odense),DNK,2.67
440068,1/1/2018,Fruit Box (Kraków),POL,3.75
440069,1/1/2018,BLT Sandwich (Kirkland),USA,4.74
440070,1/1/2018,Chocolate Twist (Birmingham),GBR,2.18
440071,1/1/2018,Tuna Melt Panini (Geneva),CHE,2.49
440072,1/1/2018,Granola Bar (Hamilton),NZL,4.4
440073,1/1/2018,Almond Croissant (Birmingham),GBR,1.92
440074,1/1/2018,Ham & Cheese Toastie (Gdańsk),POL,2.06
440075,1/1/2018,Toast (Glasgow),GBR,3.41
440076,1/1/2018,Toast (Potsdam),DEU,3.37
440077,1/1/2018,Cheese & Pickle Sandwich (Salzburg),AUT,1.9
440078,1/1/2018,Blueberry Muffin (Lausanne),CHE,2.12
440079,1/1/2018,Chocolate Chip Muffin (Copenhagan),DNK,4.48
440080,1/1/2018,Chicken Fajita Wrap (Birmingham),GBR,3.27
440081,1/1/2018,Porridge (Stuttgart),DEU,4.97
440082,1/1/2018,Fruit Box (Manchester),GBR,2.21
440083,1/1/2018,Peach Juice (Melbourne),AUS,3.02
440084,1/1/2018,Still Water (Austin),USA,5.38
440085,1/1/2018,Tuna Melt Panini (Copenhagan),DNK,2.26
440086,1/1/2018,BLT Sandwich (Paris),FRA,2.19
440087,1/1/2018,Chocolate Chip Muffin (Brussels),BEL,3.4
440088,1/1/2018,Fruit Box (Lille),FRA,4.86
440089,1/1/2018,Cheese & Pickle Sandwich (Manchester),GBR,2.56
440090,1/1/2018,Butter Croissant (Birmingham),GBR,4.12
440091,1/1/2018,Tea (Strasbourg),FRA,3.97
440092,1/1/2018,Tomato Juice (Hamburg),DEU,3.11
440093,1/1/2018,Lemon & Ginger Tea (Graz),AUT,2.64
440094,1/1/2018,Blueberry Muffin (Lille),FRA,1.66
440095,1/1/2018,Orange Juice (Gdańsk),POL,5.05
440096,1/1/2018,Fruit Box (Austin),USA,3.65
440097,1/1/2018,Toast (Southampton),GBR,5.3
440098,1/1/2018,Sparkling Water (Boston),USA,1.91
440099,1/1/2018,Toast (Toronto),CAN,1.89
440100,1/1/2018,Chicken Fajita Wrap (Madison),USA,2.79
440101,1/1/2018,Orange Juice (Galway),IRL,5.22
440102,1/1/2018,Tea (Lausanne),CHE,2.08
440103,1/1/2018,Butter Croissant (Paris),FRA,3.9
440104,1/1/2018,Porridge (Copenhagan),DNK,1.59
440105,1/1/2018,Tea (Munich),DEU,2.84
440106,1/1/2018,Almond Croissant (Albuquerque),USA,4.69
440107,1/1/2018,Ham & Cheese Toastie (Sønderborg),DNK,1.61
440108,1/1/2018,Orange Juice (Berlin),DEU,2.48
440109,1/1/2018,Tomato Juice (Strasbourg),FRA,2.06
440110,1/1/2018,Sparkling Water (Stockholm),SWE,4.65
440111,1/1/2018,Green Tea (Hamilton),NZL,3.44
440112,1/1/2018,Peach Juice (Canberra),AUS,4.86
440113,1/1/2018,Lemon & Ginger Tea (Edinburgh),GBR,3.11
440114,1/1/2018,Tomato Juice (Melbourne),AUS,2.16
440115,1/1/2018,Apple Juice (San Diego),USA,2.79
440116,1/1/2018,Blueberry Muffin (Portland),USA,5.07
440117,1/1/2018,Still Water (San Diego),USA,5.17
440118,1/1/2018,Chocolate Chip Muffin (Seattle),USA,2.06
440119,1/1/2018,Tomato Juice (Stuttgart),DEU,5.42
440120,1/1/2018,BLT Sandwich (Boston),USA,3.15
440121,1/1/2018,Toast (Geneva),CHE,4.41
440122,1/1/2018,Toast (Paris),FRA,3.12
440123,1/1/2018,Still Water (Galway),IRL,3.92
440124,1/1/2018,Tea (Lausanne),CHE,1.81
440125,1/1/2018,Chicken Salad Sandwich (Katowice),POL,3.11
440126,1/1/2018,Cheese & Pickle Sandwich (Stuttgart),DEU,4.16
440127,1/1/2018,Ham & Cheese Toastie (Portland),USA,4.44
440128,1/1/2018,Chocolate Chip Muffin (Dresden),DEU,2.81
440129,1/1/2018,Toast (Hamilton),NZL,4.61
440130,1/1/2018,Almond Croissant (San Francisco),USA,3.15
440131,1/1/2018,Butter Croissant (Geneva),CHE,4.61
440132,1/1/2018,Blueberry Muffin (Lille),FRA,2.51
440133,1/1/2018,Granola Bar (Boston),USA,3.72
